,Titulo,Ingredientes,Elaboracion
70,gorditas de mamanxa,[],": se muelen en el metate un elote tierno con piloncillo, canela, car- bonato y se forma una masa, se pone a cocer en un comal de barro. se come acompanado de un atolito como si fuera pan. estas gorditas se hacen en tiempos de todos santos en el mes de  noviembre, se ponen en las ofrendas de muertos. "
71,burros,[],": en un comal se tuesta el maiz hasta quedar doradito, se revuelve  con miel de piloncillo y se forman bolitas duritas. quedan de una  textura similar a la de una palanqueta. "
72,poleo,[],": primero hervir el agua, despues poner una cucharadita cafetera  para un litro de agua, tomar tibio de dia y caliente de noche. "
73,"dona ""coco""maria concepcion solano luna","[""ramas de apio    r'oho "", ""un pedazo de pina    na xeni u t'u'uada"", ""un diente de ajo    na nts'ii ra axi "", '4 cascaras de tomate    goho ya xi ya ogudemxi']",": todo esto se pone a hervir en agua, se deja enfriar y se le pone hielito.   "
74,partir del descubrimiento de la agricultura; de la formacion de las ,"['humano y de los procesos de cultivo de las plantas fundamentales ', 'en la dieta de los tlaxcaltecas.', 'en la obra se nos explica la importancia de la comida en el con-', 'texto social y cultural en que se produce y las diversas funciones que ', 'cumple, como la de satisfactora de necesidades fisicas o espirituales.', 'asimismo, la autora incluye una breve resena acerca de las ', 'plantas y frutos importantes para la alimentacion popular desde la ', 'epoca prehispanica hasta nuestros dias. asi nos informa acerca del ', 'origen biologico, la trascendencia social y las diferentes formas de ', 'utilizar esos vegetales. este excelente estudio culinario es unico ', 'en su genero, ya que las recetas estan redactadas en lenguaje co-', 'loquial, en el que se respeto, en la medida de lo posible, el habla ', 'de las mujeres tlaxcaltecas con el fin de hacerlo comprensible a ', 'quien quiera conocer el proceso de elaboracion de lo que come el ', 'pueblo tlaxcaiteca. y, por si alguna duda hubiera con el lexico de ', 'la profesion de cocinera o con aquellos giros del habla regional, el ', 'libro cuenta con un glosario que auxiliara al lector. otra caracte-', 'ristica que hace que este libro sea muy especial es que la autora ', 'ha armado menues, con las recetas que lo conforman,  que pueden ', 'consultarse siguiendo el indice que informa, por rubros, sobre las ', 'entradas, sopas, guisados, postres y las bebidas del estado de tlax-', 'cala. de esta manera, el interesado podra elegir un solo platillo o ', 'un menu, con los cuales agasajar a su paladar o al de sus invitados. ', 'ademas de lo escrito, el libro es importante porque es un trabajo ', 'de investigacion minucioso que cumple, sin lugar a dudas, con la ', 'tarea de rescatar y difundir una de las manifestaciones de la cultu-', 'ra popular que mas define el grado de civilizacion y de exquisitez ']"," de alimentos mas satisfactorios para el ser  humano y de los procesos de cultivo de las plantas fundamentales  en la dieta de los tlaxcaltecas. en la obra se nos explica la importancia de la comida en el con- texto social y cultural en que se produce y las diversas funciones que  cumple, como la de satisfactora de necesidades fisicas o espirituales. asimismo, la autora incluye una breve resena acerca de las  plantas y frutos importantes para la alimentacion popular desde la  epoca prehispanica hasta nuestros dias. asi nos informa acerca del  origen biologico, la trascendencia social y las diferentes formas de  utilizar esos vegetales. este excelente estudio culinario es unico  en su genero, ya que las recetas estan redactadas en lenguaje co- loquial, en el que se respeto, en la medida de lo posible, el habla  de las mujeres tlaxcaltecas con el fin de hacerlo comprensible a  quien quiera conocer el proceso de elaboracion de lo que come el  pueblo tlaxcaiteca. y, por si alguna duda hubiera con el lexico de  la profesion de cocinera o con aquellos giros del habla regional, el  libro cuenta con un glosario que auxiliara al lector. otra caracte- ristica que hace que este libro sea muy especial es que la autora  ha armado menues, con las recetas que lo conforman,  que pueden  consultarse siguiendo el indice que informa, por rubros, sobre las  entradas, sopas, guisados, postres y las bebidas del estado de tlax- cala. de esta manera, el interesado podra elegir un solo platillo o  un menu, con los cuales agasajar a su paladar o al de sus invitados.  ademas de lo escrito, el libro es importante porque es un trabajo  de investigacion minucioso que cumple, sin lugar a dudas, con la  tarea de rescatar y difundir una de las manifestaciones de la cultu- ra popular que mas define el grado de civilizacion y de exquisitez  de un pueblo: su comida, los ingredientes que utiliza y los proce- dimientos, imbuidos de actos rituales, que se llevan a cabo para  crear esas obras de arte, casi escultoricas, que tienen una duracion  efimera, pero a la vez una trascendencia milenaria, y con los que  20"
75,presentacion,[],". uno de los resultados, al conocer en detalle las diferencias que  hacen peculiar la comida entre una y otra region de la entidad,  fue el darse cuenta que existen dos tradiciones culinarias de muy  marcadas diferencias: en el norte, las barbacoas de hoyo o blanca  o en mixiote; los quesos, los gusanos de maguey, los escamoles,  los hongos y el pulque. en el sur  esta la tradicion de los diversos  moles, los tamales y sus diferentes tipos, las verduras --de riego y  de temporada--, las principales frutas de la region, el pan de fiesta  y las ""alegrias"". por otro lado, se tomo la decision de presentar las recetas de  este libro bajo dos modalidades clasificatorias: la primera pre- sentada en diferentes apartados, clasificadas en relacion con el   23"
76,amaranto; ya que con sus semillas se hacian figuras de dioses que ,"['vez a la mitad; y asi se obtendra una receta para 20 comensales, ', 'mas o menos, si se quiere para menos, basta con repetir los tiem-', 'pos de coccion.', 'respecto a los tiempos de coccion para un menu reducido, uni-', 'camente se debera vigilar y calcular el tiempo. y hay que recordar ', 'que la carne de res o de puerco, necesita de dos a tres horas para ', 'su cocimiento en una olla de barro, sin importar la cantidad em-', 'pleada. en olla de presion requiere de 15 a 20 minutos.', 'las aves necesitan de 60 a 90 minutos, a fuego lento en olla de ', 'barro y en expres de 10 a 15 minutos. las verduras se recomienda ', 'cocerlas a fuego suave y en ollas de barro para que no pierdan las ', 'vitaminas que contienen y conserven su sabor.']"," y sus  terminos locales, se elaboro un glosario de terminos anexo al libro,  en el cual se encuentra respuesta y explicacion a las dudas que  usted pueda tener.    aclaracion el lexico y la sintaxis empleada en este libro de cocina correspon- den al habla de la region tlaxcalteca y a los terminos especificos  que utilizan las mujeres cuando guisan. las formas idiomaticas  tequexquite asentado (disuelto con un poco de agua en un vaso se  deja asentar para utilizarse); cal apagada (cal en trozo colocada en  un recipiente disuelta en agua); pescado tenso (pescado seco tipo  bacalao); los olores (hierbas de olor y especias); huevos completos  32"
77,guacamole,"['(8 porciones)', '4  aguacates grandes ', '10 chiles serranos ', '1 cebolla mediana ', '1 manojito de cilantro', '1 manojo chico de papalo', '2 quesos frescos', '2 jitomates grandes ', 'sal al gusto']",": aguacates, chiles, cebolla, cilantro, jitomates y papalo se lavan  muy bien y se escurren. luego, los aguacates se pelan, se les quita  el hueso y se deshacen en una cazuelita con una cuchara de palo y  un poco de agua. los chiles, la cebolla, el cilantro y los jitomates se  pican finamente y se agregan a los aguacates, lo mismo que el papa- lo deshojado. se revuelve todo muy bien y se le pone sal al gusto.  para servirse se adorna con queso fresco cortado en cuadritos. 37"
78,escamoles a la mantequilla,"['(6 porciones)', '1 kilogramo de escamoles (huevo de hormiga)', ' 1/4  de kilogramo de mantequilla', '1 cebolla grande', 'chiles serranos al gusto', 'unas ramitas de epazote', 'sal al gusto']",": una vez que se tienen los escamoles, se lavan perfectamente, se  les retiran las hormigas que pudieran tener y se dejan escurrir en  una coladera. por otro lado, se pone una cazuela a fuego medio con  la mantequilla; cuando esta caliente se frien la cebolla, los chiles  serranos y el epazote, finamente picado con anterioridad. final- mente se agregan los escamoles. se revuelve todo muy bien. se  mueven con mucho cuidado para que se cuezan parejos.  se sirven  calientes, acompanados de tortillas y la salsa que se prefiera. nota: los escamoles son huevecillos de hormigas rojas y negras,  que se sacan abajo de los magueyes, nopales, el sabino y el sotol. 38"
79,guacamole con pipitza,"['(6 porciones)', '1 kilogramo de aguacates grandes ', '10 chiles serranos ', '2 dientes de ajo ', '1 cebolla mediana ', '1 manojo chico de pipitza ', 'sal al gusto']",": se lavan muy bien los aguacates, se pelan y en un molcajete se  deshacen con el tejolote. se les agregan los chiles y la cebolla,  finamente picados y un poco de sal, los rabanos lavados y cortados  en cuadritos y la pipitza picada. se revuelve todo con un poco de  agua y listo para comerse. se le exprime unas gotas de limon para  que no se ponga prieto. 39"
80,padrecitos fritos,"['(5 porciones)', '1 kilogramo de padrecitos (gusanos de laguna) ', '100 gramos de chilpoctli meco ', '6 jitomates ', '3  dientes de ajo ', '1 cebolla chica ', 'sal al gusto ', 'manteca, la necesaria']",": se lavan perfectamente y con mucho cuidado los gusanos para que  se les caiga la tierra; se dejan escurrir. mientras, por otro lado,  se ponen a cocer los chiles y los jitomates en una cacerola con  un poco de agua. se muelen con el ajo, la cebolla, la sal y se frie  todo en una cazuela con manteca a fuego medio hasta que sazone  bien. luego en una sarten, bien caliente, con manteca se frien los  gusanos. se mueven con una cuchara de palo para que no se par- tan. cuando ya estan bien fritos, se agregan a la salsa. se dejan a  fuego lento hasta que hiervan y se espese un poco la salsa y listo  para comerse. nota: la palabra chilpoctli del nahuatl, la estamos empleando  en lugar del nombre comun chipotle. 40"
81,tacos de mecapales con huevo,"['(4 porciones)', ' 1/2  kilogramo de mecapales (gusanos de agua dulce)', '100 gramos de manteca ', '3 huevos ', 'sal al gusto']",": se lavan con mucho cuidado los gusanos y se dejan escurrir. lue- go, en una sarten a fuego medio, se frien con manteca. cuando  estan bien fritos, se les agregan los huevos revueltos con anterio- ridad. se revuelve todo con una cuchara de palo. se le pone sal al  gusto y en 15 minutos quedan listos. se comen en tacos acompa- nados con salsa verde o roja. 41"
82,molotes de tinga,"['(20 porciones)', '2 kilogramos de masa de maiz', ' 1/2  kilogramo de harina de trigo ', '1 kilogramo de lomo de cerdo ', ' 1/2  kilogramo de longaniza o buen chorizo', '1  1/2  kilogramos de jitomate', ' 1/2  kilogramo de papa', '2 cebollas chicas', '1 cabeza de ajo grande', '5 cucharadas de vinagre', '1 lata medianita de chilpoctlis (finamente picados)', 'hierbas de olor', 'sal al gusto']",": se cuece la carne en una olla con agua, media cebolla y dos dien- tes de ajo. ya cocida se deja enfriar y se deshebra. los jitomates  se asan, se les quita el pellejo y se pican. las papas se pelan, se  ponen a cocer y se parten en cuadritos. aparte se frie muy bien  la longaniza y se saca. luego, en la grasa de la longaniza se frie  la cebolla restante y la carne deshebrada. despues se agregan los  jitomates, las papas y los chilpoctlis. se revuelve todo muy bien. y  finalmente se agregan la longaniza, el vinagre, las hierbas de olor  y la sal. se baja el fuego y se deja hervir hasta que se reseque y ya  esta lista para hacer los molotes. por otro lado, se pone la masa en  un metate, se le agrega la harina, se revuelven bien y se amasa con  un poco de agua. luego se van tomando pequenas porciones y se  tortillan hasta quedar unas pequenas tortillas no muy gruesas. se  les pone en el centro una cucharada sopera de tinga. se dobla la  tortilla en cuatro partes y con los dedos se cierra. se le da una for- 42"
83,hongos de maguey fritos,"['(4 o 5 porciones)', '4 hongos de maguey tiernos', '1 puno de chilitos verdes picados', '2 ramas de epazote', '100 gramos de manteca', 'sal al gusto']",": se lavan muy bien los hongos, hasta que al lavarlos ya no suelten  tierra. luego se parten en pedacitos y se frien en una cazuela con  manteca precalentada, junto con los chiles y el epazote. se tapan  para que se cuezan al vapor, a fuego lento. se mueven constante- mente para que no se quemen y cuando esten semidorados estan  listos para comerse. se acompanan de unos frijolitos caldosos re- cien hechos o con frijolitos refritos calientitos y tortillas. nota: los hongos de maguey se sacan abajo de la pina en la  comisura de las pencas, durante los meses de junio, julio y agosto. 44"
84,gorditas pellizcadas,"['(15 porciones)', '2 kilogramos de masa de maiz ', '10 chilpoctlis ', '4 jitomates de buen tamano ', '1 cebolla mediana ', '1 diente de ajo ', '500 gramos de queso anejo ', 'manteca, la necesaria ', 'sal al gusto']",": a la masa se le pone un poco de agua y se amasa sobre un metate o  un recipiente. ya que esta suave, se hacen unas bolitas de masa y  se palmean varias veces hasta tener una forma redonda, cuidando  que no queden muy gruesas. luego se cuecen en un comal de ba- rro a fuego regular. ya cocidas, se sacan del comal, se dejan enfriar  un poco y se les pellizca todo el rededor y en el centro. luego se  vuelven a poner en el comal con un poco de manteca, previamente  calentada, y se dejan cocer mas con la manteca. cuando se ve que  hierve la manteca sobre la gordita, se le agrega la salsa y por ulti- mo se le espolvorea el queso rallado o en rajitas.  para la salsa, se asan ligeramente los jitomates y chilpoctlis,  luego se muelen en el molcajete con el ajo, un poco de sal y cuando  esta lista la salsa se le anade cebolla picada finamente. se deben  comer calientes. 45"
85,quesadillas de garbanzo,"['(12 porciones)', '1 kilogramo de masa', '1 kilogramo de garbanzos', '4  chiles anchos colorados', '2 tazas de queso anejo o fresco', '2 tazas de crema', 'manteca la necesaria ', 'sal ', 'pimienta']",": se remojan, cuecen y se pelan los garbanzos. aparte se desvenan  los chiles, se remojan un poco y se muelen. luego, se mezclan con  los garbanzos cocidos y tambien molidos. se revuelve todo con la  masa, la sal y la pimienta. con esta mezcla se van haciendo unas  tortillas pequenas y delgadas. se les pone un poco de queso en el  centro, se doblan como quesadillas y se frien hasta que esten bien  doraditas. se sirven con crema o con una ensalada de lechuga. 46"
86,quesadillas de hongos de maguey,"['(10 porciones)', '1 kilogramo de hongos de maguey ', '1 cabeza de ajo', '1 cabeza de cebolla grande ', '3 ramas de epazote ', '1 kilogramo de masa ', '1 kilogramo de manteca', 'sal al gusto']",": una vez que se sacaron los hongos de abajo de la penca de maguey,  se lavan perfectamente y se muelen en el metate con la cebolla,  el ajo y el epazote formando una masa de hongos. ya que esta  preparada se deja a un lado. aparte se pone la masa en un metate.  se amasa con un poco de agua y se empiezan a hacer las tortillas.  para ello se toma una bolita de masa y se palmea con las manos  formando una tortilla. luego, en el centro, se le pone un poco de la  masa de hongos, se extiende, se dobla, se cierra bien de las orillas  y se frie en manteca a fuego normal y cuando ya estan doraditas se  sacan, se escurren y estan listas para comerse. 47"
